ch'aska plata,"shooting stars (lit. silver stars, provenience: Misminay)"
ch'aska quyllur,morning star
ch'aska rikuchiq,telescope
ch'askayay,to embellish extraordinarily (woman)
ch'atakuy,accusation
ch'atakuy,to accuse oneself
ch'ataq,[the sound of closing a lock]
ch'ataq,accuser
ch'atay,to complain against
ch'atay,to bind together
ch'ataykuy,to lock a door
ch'atiri,accuser
ch'awana,container in which to milk
ch'awaq,milker
ch'awar,tipsiness
ch'awar,kind of plant growing on dry places
ch'awar,agave fibres
ch'awara,rope made out of chaguar fibres
ch'awar mullaypa,rope made out of three agave threads
ch'awar waska,rope made out of agave fibres
ch'away,to milk
ch'awi,wrinkled
ch'awkra,dry stick
ch'awna,incomplete
ch'ayña,goldfinch
ch'ichi,dirty
ch'ichi,dirt
ch'ichichay,to make dirty
ch'ichilla,twenty-four-strand braid with four strands doubled (total of 28 strands)
ch'ihi,pasture
ch'ikana,beak
ch'ikay,to peck
ch'ikchi,spotted
ch'ikchi,freckles
ch'ikchilu,freckled
ch'ikchi misi,spotted cat
ch'ikchiy,to bud
ch'iki,forage
ch'ikllu,selection
ch'ikmikuy,sleeplessness
ch'iku,point
ch'ikuy, ch'ikuchay
ch'ikwana q'iya,vaccine
ch'ila,hard
ch'ila,totally small
ch'ila allpa,hard soil
ch'ila rumi,hard stone
ch'ilikuti,small
ch'ili papa,small potato used for making chuño
ch'ilqiy,to squash between the fingers
ch'illa,bladder
ch'illami,big container of earth
ch'illan,aorta
ch'illa sirk'a,vena cava
ch'illawi,wheat or grass stock used to feed livestock
ch'illchimuy,to sprout a new plant
ch'illchiq,filtrated liquid
ch'illchiy,to filter
ch'illi,miniature
ch'illi,resin (of plant)
ch'illiku,cricket
ch'illik'utu,cricket
ch'illillilliy,to make noise (running fat or sweat)
ch'illiwa,straw used for making baskets
ch'illka,dyed yellow
ch'illka,kind of shrub
ch'illka,plant used to dye yellow
ch'illka rikch'ayjun,plant used to dye light or medium green
ch'illmi,wink
ch'illmiq,who blinks to someone
ch'illmiy,to blink
ch'illpi,splitting (vertical)
ch'illpi,peel of tubers
ch'illpi,fragment
ch'illpi,half
ch'illpiy,to split
ch'illpuy,to mark the cattle cutting small pieces out of the ears
ch'illtu,tomato
ch'illu,dark black
ch'illu,soot
ch'imi,strip
ch'in,silent
ch'in,silence
ch'in kana,secret
Ch'in kaychiq!,Be silent!
ch'inkil,watercress
ch'inkill,transparence
ch'inlla,quietly
ch'inllamanta,in silence
ch'inllapi,in silence
ch'inniq llaqta,unpopulated village or town
ch'in pacha,everything quiet
ch'in pacha,desert
ch'inqu,in disorder
ch'inqu,small
ch'inyachiy,to silence
ch'inyay,to keep silent
ch'iñi,tiny
ch'iñi,very small fish
ch'iñichallwa,very small fish
ch'iñi kuru,virus
ch'iñillku,bacterium
ch'iñi papa,small potato for animals
ch'iñi unancha,point
ch'ipa,net used to carry things
ch'ipa,disorder
ch'ipachiy,to make pack
ch'ipana,bracelet
ch'ipa siki,hooligan
ch'ipasqa,packed
ch'ipay,to pack
ch'ipaykuchikuy,to sink
ch'ipipipiq,shining thing
ch'ipipipiy,to shine
ch'ipiq,wink
ch'ipiy,to blink
ch'ipiyay,to entangle
ch'ipu,greedy
ch'ipu,wrinkle
ch'ipuqu,temple (of the head)
ch'ipuy,to close up
ch'iqalu,left-handed child
ch'iqchi,grey
ch'iqchi,"plant, root used to dye yellow "
ch'iqchinchu,greyish
ch'iqchi p'acha,"shag; coarse, woolen cloth"
ch'iqi,disperse
ch'iqichiy,diffusion
ch'iqichiy,to put in disorder
ch'iqi-ch'iqi,beetle
ch'iqirichiy,to disperse
ch'iqiriy,to disperse (oneself)
ch'iqiy,to disperse
ch'iqiy,to undo
ch'iqmi,annoyance
ch'iqmikuy,to be bothered
ch'iqmiy,bother
ch'iqmiy,to be annoyed at
ch'iqta,half
ch'iqta,split
ch'iqta,a half
ch'iqta,half
ch'iqta,division
ch'iqtaki,fractionary
ch'iqtaku,fraction
ch'iqtana,axe
ch'iqtariy,to crack
ch'iqta runku,half a basket for coca or chili (Inka agriculture)
ch'iqtasqa,chopped firewood
ch'iqtay,kindling
ch'iqtay,to crack
ch'iqtay,to split
ch'iqullu,nightingale
ch'iquy,sculpture
ch'iquy,to carve (stone)
ch'ira,tool used to dig potatoes (also lank'ana)
ch'iraqi,combat
ch'iraw,summer
ch'irawasqa,frost bitten
ch'iraway,to freeze
ch'iraway,to bite (frost)
ch'iraw mit'a,summer
ch'iri,ruffled hair
ch'iri-ch'iri,gumplant
ch'irkuku,solution
ch'iru,"small, strong horse"
ch'irwaq,squeezer
ch'irwara,biting frost
ch'irway,to squeeze out
ch'is-ch'is ñiy,to cheep (chicken)
ch'isi,late
ch'isi,yesterday evening
ch'isi,evening
ch'isikama,till evening
ch'isikilla,first moon phase
ch'isiman,"later (relates to the becoming of time, not an absolute relation as in objectified time)"
ch'isi mikhuy,supper
ch'isin ch'aska,evening star
Ch'isin Paya,Celestial Woman (constellation)
ch'isipacha,evening star
ch'isipi,in the evening
ch'isita,in the evening
ch'isiy,to become evening
ch'isiyachiy,to delay something until the evening
ch'isiyaq,evening
ch'isiyay,to become evening
ch'isña,maggot
ch'itaray,to untie
ch'itay,to tie
ch'iti,agile
ch'iti,dwarf
ch'iti ch'uspi,mosquito
ch'itilla,agile
ch'itiripuy,to be alert
ch'itiyay,to alert
ch'iwa,vegetable
ch'iway,to wring
ch'iwi,spiral
ch'iwina,hook
ch'iwiy,hook
ch'iya,nit
ch'iya k'utu,nit-eating
ch'iyasapa,lousy
ch'iya uma,lousy
ch'iyay,to delouse
ch'uchali,weak
ch'uchu,"kind of tree of the Sapindaceae familiy with black, round fruits with thick, soft skin, grows on the coast, the Andean valleys and the Amazon area"
ch'uhu,cough
ch'uhu hap'iy,to catch a cough
ch'uhu unquy,cough
ch'uhuy,to cough
ch'ukalli,weak
ch'ukchu,dwarf
ch'uklla,shack
ch'ukllachakuy,to cascade
ch'ukululu,nightingale
ch'ukuy,to pin
ch'uli,sheepdog
ch'ultichiy,to make someone plunge something
ch'ultikuy,to bathe
ch'ultin,[sound of entering water]
ch'ultiy,to plunge
ch'ulla,only one
ch'ulla chaki,one-legged
ch'ulla chaki,"daemon of the forest with one normal leg and one resembling that of a goat, a deer, a dog or some other animal"
ch'ulla chaki k'aspi,kind of tree of the jungle
ch'ulla chaki p'anqa,kind of medicinal plant of the Ecuadorian jungle
ch'ullachay,to unbalance
ch'ullachisqa kutin-kutinchiqniyuq puchu,difference of odd exponents
ch'ullachisqa yupay,odd number
ch'ulla-ch'ulla,unequal
ch'ulla kay,asymmetry
ch'ullallata,just once
ch'ulla maki,single-handed
ch'ullanchay,to pair
ch'ulla ñawi,one-eyed
ch'ullarikra,one-armed
ch'ullasqa kimsamanyachi,scalene triangle
ch'ulla sunqu,egotist
ch'ullayachiy,to make unequal
ch'ullayasqa yupay,odd number
ch'ullayay,to stay alone (something that had been paired)
ch'ullaychay,to make unequal
ch'ulla yupay,odd number
ch'ullayuq,twin
ch'ulli,last
ch'ullpa,corner of cloth
ch'ullqi,corrugated
ch'ullqi,wrinkle
ch'ullu,"cap; cap with ear flaps (also lluch'u); a traditional andean woven wool hat with earflaps, often sporting colorful tassles and intricate bead work; colorful knit cap with ear flaps worn by Andean men; man's knit cap with ear flaps"
ch'ullu ch'ullu,yellow-flowered plant (zapatilla)
ch'umakuy,to be reduced
ch'umay,to strain
ch'umay,to wring
ch'umpi,brown
ch'umpi chukcha,brown hair
ch'umpi paqu,brown like an alpaca
ch'umpi sara,type of brown corn
Ch'umpiwillka,province in the Department of Qosqo (Peru)
ch'unchu,bad-dressed
ch'unchu,timid
ch'unchu,lowland indian
ch'unchu,dancer (man)
ch'unchu,"pallay motif in weaving (meaning: lowland indian); a traditional hourglass design in Q'ero weaving, it is a symbol of the jungle dancer"
ch'unchul,intestine
Ch'unchulmayu,river in the city of Qosqo
ch'unchul rakhu,colon
ch'unchullin,entrails
ch'unchu wayta,kind of gentian of the high mountain region
ch'uni,blurry eyes
ch'unku,crowd
ch'unku-ch'unku runakuna,crowd
ch'unkunakuy,to bunch up (people)
ch'unkunasqa,crowd
ch'unku runa,crowd
ch'unkuy,to crowd together
ch'unkuykuy,to crowd together
ch'unqa,kind of wild plant
ch'unqa ch'unqa,plant with red velvet flowers
ch'unqaku,leech
ch'unqaku,kind of small lizard
ch'unqana,sweet used for sucking
ch'unqasqa,sucked
ch'unqay,to suck
Ch'unqiri,train station with eucalyptus trees on the way to Tecoya (Bolivia)
ch'uñu,"dried potato; freeze-dried potatoes; dry, hard, small black potato that has been freeze-dried inka style; dehydrated potatoes, made by a process of alternate freezing and thawing before drying in the sun"
ch'uñuchay,to make dried potatoes
ch'uñurpariy,to be exposed to the cold too much
ch'uñu saruq,who treads dried potatoes
ch'upa,calf (of the leg)
ch'upu,pimple
ch'upullu,grand-grand-grandson
ch'upuy,to be infected
ch'upuyay,to get a pimple
ch'uqcha,coarse
ch'uqmi,fist
ch'uqña,green
ch'uqñi,blind in one eye
ch'uqñi,dirtiness on the eyebrows
ch'uqñi ñawi,who has dirty eyes
ch'uqñisapa,blear-eyed
ch'uqri,wound
ch'uqrichiy,to hurt
ch'uqrikuy,to be wounded
ch'uqrisapa,heavily wounded
ch'uqriy,to be wounded
ch'uqriy,to wound
ch'uqriyku,ulcer
ch'uqri yuyu,kind of medicinal plant of the Ecuadorian jungle
ch'uqunakuy,to discuss
ch'uquy,to gulp
ch'ura,swamp
ch'uraq,swamoy
ch'urki,resistance
ch'urkiy,to resist
ch'urkiyakuy,to resist
ch'urkuy,to resolve
ch'uru,snail
ch'usa,space
ch'usa kay,to be missing
ch'usaq,empty
ch'usaq,zero
ch'usaq,nothing
ch'usaq,spleen
ch'usaq,absence
ch'usaq,vacuum
ch'usaq,traveller
ch'usaqapuy,to obliterate
ch'usaqchay,to empty
ch'usaqta kachiq,"God, who makes the not existing be"
ch'usaqyachiy,to empty
ch'usaqyay,to empty
ch'usay,travel
ch'usay,to be missing
ch'usay,to go away
ch'usiqa,owl
ch'uskikuq,who strips
ch'uskikuy,to strip
ch'uskisqa,stripped
ch'uskiy,to remove hairs
ch'usku,rage
ch'uskullikuy,to anger
ch'usña,small pitcher with narrow mouth
ch'uspa,"bag for coca or tobacco; coca bag; coca bag; little woven bag used to carry coca; purse; small, handwoven cloth bag used to carry coca"
ch'uspi,fly
ch'uspillu,roasted corn
ch'uspisqa,seed infested by insects
ch'uspi wira,wax
ch'ustikuy,to undress
ch'ustiy,to skin
ch'usu,fuzzy
ch'usu,point
ch'usu ñawi,small-eyed
ch'usuyachiy,to hollow out
ch'usuyay,to become hollow
ch'uswari,missing
ch'usway,to be missing
ch'uta,inhabitant of the Altiplano
ch'utikuy,to take off one's clothes
ch'utillu,refined
ch'utillu,joke
ch'utiy,to attack
ch'utiy,to remove the distaff from spun wool
ch'utu,lips
ch'utu,hill
ch'utu,indian
ch'utu,lump
ch'utuq,[the sound of a kiss]
ch'utuy,to be never quick-witted
ch'uwip,spiral
ch'uwiy,to wrap
ch'uya,clear
ch'uya,diluted
ch'uya,holy
ch'uyachay,to clarify
ch'uyachiy,to destill
ch'uya-ch'uya,who walks clean
ch'uya-ch'uyata away,to weave loose or thin cloth
ch'uya ispiritu,Holy Spirit
ch'uyanchaku,definition
ch'uyanchasqa,defined
ch'uyanchay,to rinse
ch'uyanchay,to edit
ch'uya p'acha,very thin or light cloth
ch'uyaq,clear
ch'uyaqlla,clean
ch'uyaqllachiy,purification (of water)
ch'uyaqllachiy,to purify water
ch'uyaqlla yaku,drinking water
ch'uyaq yaku,clear water
ch'uya sunqu,heart of clear conscience
ch'uya sunqu kay,innocence
ch'uya unu,clear water
ch'uya uya,pure skin
ch'uyay,cleanness
ch'uyayachiy,to clarify
ch'uyayachiy,to dilute
ch'uyayay,cleanness
ch'uyayay,to clear up
ch'uyayay,to be diluted
ch'uychukuy (p'acha),to become wet (clothes)
ch'uyita,clear (mind)
ch'uyka,excentric
ch'uyka kay,excentricity
ch'uyllur,kind of tree
ch'uymay,to drain
ch'uytu,oval
ch'uytu,ellipse
ch'uytu,oval
ch'uytu,ovary
ch'uytup,elliptic
dakuy,to recognize one's merits
daliy,to punish
dansa,dance
dansaq,dancer
dansay,to dance
dañarina p'unchaw,expiration date
dañaw,sluggish
dañay,to wound
dañu,witchcraft
dañuchiy,to damage
dañuq,sorcerer
daru,kind of medicinal plant of the Ecuadorian jungle
das,fast
dawa,kind of cotinga bird
dibuhay,to draw
dibuhu,drawing
didu,finger
dihay,to leave
dihur,of course
dihuru,certainly
diki,barrage
dilikaw,delicate
diluwyu,flood
dimanday,to demand
dimas,rascal
dimintu,stupid
dimuray,to hesitate
diricha,right (hand side)
dirichay,to put in order
dirichu,straight
dirichuy,to get the unborn child into the right position
dirihiy,to lead
di ripinti,suddenly
disfrasi,disguise
disgrasya,disgrace
disimri,December
diskutiy,to discuss
dispachay,to perform
dispachu,"traditional andean offering of thanks or supplication sent to the nature spirits, can contain up to 200 different ingredients and are made in a ceremony performed by andean priests - this offering is traditionally burned, buried, or sunk in a lake or other body of water depending on the meaning and purpose of the offering - haywarisqa is the actual quechua term; ritual pack assembled as an offering to the apus or other spirits"
disparati,nonsense
distapay,to uncover
distruwiy,to destroy
disyakuq,eager
disyay,to wish
diwda,debt
diwdakuy,to owe
diwiy,to owe
diya,day
diyablu,devil
diyablu llulla,untrue
diyachaku,birthday
diyachakuy,to celebrate an anniversary
diyagrama,diagram
diyantin,all the day
duktur,doctor
dulsayna,flute
dumingu,Sunday
dun,Don (Mr)
dunduma,kind of medicinal plant of the Ecuadorian jungle
dunduma,kind of medicinal plant of the Ecuadorian jungle
dunsilla,virgin
durmi-durmi,sleepy
durmi-durmi,kind of bird
duwiñu,owner
dyuntiru,fast
Dyus,god
Dyus ima(ta) ñisqata willakuq,prophet
Dyusman kutiriq,convert
Dyusman kutiriy,returning to God
Dyusman kutiriy,to repent
Dyusmanta mañakuy,prayer
Dyusmanta mañakuy,to pray
Dyusninchik,our God
Dyuspa akllankuna,nuns
Dyuspa atiynin,priesthood
Dyuspagarasunki!,Thank you!
Dyuspagarasunkichik!,"Thank you, guys!; Thanks to you all!; (lit.) God will repay you all!"
dyuspagaray,to thank
Dyuspa grasyan,grace of God
Dyuspa Simin Qillqa,Bible
Dyuspi suyana,confidence in God
Dyus yachan sinallatam yachanki,you will know like God knows
fabrika,factory
faldin,skirt
faltay,to miss
familiya,family
fandankuy,to dance fandango
fantasma,ghost
fasil,easy
fibriru,February
fidiyukuna,noodles
fila,line
filu,edge (of a knife)
finka,ranch
finu,fine
firiya,fair
firmay,to sign
firus,contempt
fiy,faith
fiyakuy,to guarantee
fiyamri,cold food (for travel)
fiyiru,wild
fiyista,celebration
fiyistay,to party
fiymanta willana,article of faith
fiyu,bad
flaqu,skinny
flawta,flauta
flayri,salvin's curassow
flitay,to rent
fransis,French
frasada,blanket
frigay,to annoy
frihul,bean
frinti,forehead
frisku,fresh
friyiy,to fry
fruta,sweet fruit
fundu,skirt
fusfuru,"plant, leaves used to dye black"
fusfuru,match (to make fire)
futbul,soccer
futu,photo
futu hurquy,to take photos
fututa hap'iy,to photograph
fuwirsanchakuy,effort
fuwirti,strong
gagu,twangy
gallu,cock
gallu waqay,the cock's singing
gamitana,gamitana
ganas,desire
ganasniy tiyan,I have the desire
ganay,to win
garra,skinny
"garr ñichina, asa kachita churaspa",to gargle
garrucha,pulley block
gastay,to spend
gastu,expense
gatyay,to gain secretly a woman's trust in order to maintain a sexual relationship
Gindas Pampas,plain just before arriving at Tecoya from Betanzos
glurya unquy,"lightning sickness, an illness attributed to being struck by lightning in the lowlands"
grabi,heavy
granu,grain
grasyas,Thank you!
grasyas,thanks
grasyayuq hanaq pacha chayaqiyuqmi,Who has mercy has the right of glory (to come to heaven)
gringa,gringa
gringu,gringo
gringu simi,English
Gringu simita rimankichu?,Do you speak English?
gubyirnu,government
gulpi,incessantly
gumitay,to vomit
gurdu,fat
gustay,to please
gustay,to appreciate
gustu,pleasure
h,(consonant phoneme of the quechua language)
ha,what?
habun,soap
hacha,jaw
hacha,axe
hachay,to cut with an axe
hachisyay,to hee-haw (donkey)
hachhiy,to sneeze
hach'a ch'illka,"plant, leaves used in green dye"
hach'u,Bolivian policeman (green uniform)
hach'u,used wad of coca or cane spit out of the mouth
hach'u simi,habitual coca user
hach'uy,to chew substances that left something over in the mouth
hahatiy,"to breathe noisily through the open mouth; to pant, as when over-exerted"
hahatiyay,to pant
hakanñiy,to flash
hakatay,to pant
hakaylla,continuously
hakima,"bridle; rein; break (of a vehicle); narrow, general purpose tie or band; bridle strap (piece that goes around muzzle of an animal); narrow strip of cloth used as strap or for tying"
hakllu,stammering
haklluq,stammerer
haklluy,to stutter
Haku!,Let's go!
haku,scarf
haku buhanda,mode of wearing (by men) haku doubled and tied around neck
haku kipiy,"certain way of folding haku to carry heavy loads, where it is opened on the ground, loaded, two opposite corners tied around the load and the remaining corners tied across the chest after lifting onto the upper back"
hakukuna,shawls
Haku mikumusunchik!,let's go to eat
hakun illawasqa,mode of wearing haku to carry goods where it is tied across the chest as in pikatash and the lower two corners tied around the hips
hakun umachasqa,"mode of wearing (by women) haku on head, folded several times with ends loose and hanging back"
hakun uman watasqa,"mode of wearing haku (usually by older women/widows), wrapped around head and tied at back"
haku ñañantin,sister shawls
haku pikatasqa,"mode of wearing (both men and women) haku for protection against cold or rain, with two points of one end tied across the chest and the shawl hanging loose over the back"
hakuq,empty
hakuq,unoccupied place
hakusun!,Let's go!
haku shawatasqa,decorative mode of wearing haku (by a young woman) loose over the left or both shoulders
haku shukutasqa,mode of wearing (by women) haku like a scarf with ends tied under chin
haku wallqa mich'akusqa,"mode of using haku as bundle to carry small things, knotted opposite ends on both diagonals, arm inserted between knots and bundle lifted onto shoulder"
haku wallqasqa,"decorative mode of wearing haku over shoulder, knotted at chest, and under opposite arm"
hakuwan,"mode of (women) wearing haku on head as scarf, untied with ends to back"
Haku wasita!,let's go to the house
haku waska,"mode of wearing haku by men for support, doubled several times diagonally and tied around waist"
hakuy,to be empty
hakuy,to wash clothes
Hakuychik!,Let's go all!
hakyachiy,to decrease (weight)
hak'alawa,soup of young corn cobs
hak'u,soft
hak'u,"flour; fine flour; flour (from toasted corn, wheat, or barley); powder"
hak'uchay,to flour
hak'uchiy,to make grind cereals in a mill
hak'u hak'u,floury
hak'uy,to grind cereals in a mill
hak'uy,"to eat something ground (flour, sugar)"
hak'uyay,to become floury
hala!,look!
halaku,how rich
halantay,to fly
halay,to fly
halki,who eats too much
halq'a,proof
halsuri,source
haluchu,earring
halusacha,earring
hallch'ay,census
hallch'ay,to keep
hallch'ay,to register
hallkakunap tukukuynin,limit
hallka k'iti kanchar,area
hallk'a,coward
hallk'akuy,to get frightened
hallmaq,weeder
hallmay,weeding
hallmay,field
hallmay,to earth up
hallmu,toothless
hallmukiru,who lost his or her teeth
hallmuyay,to lose one's teeth
hallpa,"gravy made of corn flour to eat with ""coles yano"""
hallpay,to chew coca
hallp'isqa,ripped up
hallp'iy,to rip up
hallqa,wild
hallq'ay,black and white colored animal
hamaka,hammock
hamanta,confinement
hamchi,small
hamchi,bran
hamillu,jamillo
hamiyakuq,sieve
hamiyakuy,to sieve
hamk'a,toasted
hamk'a,toasted corn
hamk'achiy,to make toast cereal
hamk'akipay,to toast slightly
hamk'a k'analla,special pot to toast corn
hamk'amuy,to go to toast cereal
hamk'ana,toaster
hamk'apuy,to toast cereal for someone
hamk'asqa,toasted
hamk'ay,to toast cereal
hampi,medicine
hampichikuy,to recover
hampichiy,to make heal
hampi kamayuq,medicine man
hampikuq,fosterer
hampikuy,to recover
hampikuy,to calm
hampina,medicine
hampina wasi,hospital
hampiq,medicine man
hampiq runa,healer
hampi qura,medical herb
hampiq wasi,hospital
hampi qhatu,pharmacy
hampi qhatuq,pharmacist
hampi qhatuq wasi,pharmacy
hampiri,medicine man
hampiripaq,who can be healed
hampiriy,to be saved
hampis,menstruation
hampisqa,healed
hampita chaskinapaq llakikuna,health crisis
hampiwan unquchiy,to poison
hampiwasi,health center
hampi waska,"curare; kind of liana of the jungle; kind of medicinal plant (main uses: animal poison, medicinal: brusies, edema, kidney stones)"
hampiway,heal me
hampiy,to heal
hampi yachaq,medicine man
hampiyuq wasi,pharmacy
hampusqayki,I'm coming
hampuy!,"come!; command form of the verb to come used by andean priests to call the spirit of a person, god, teacher, or a nature being"
hampuy,to come returning
hamp'ara,table
Hamp'atu,"Toad (constellation), a dark spot in the Milky Way (Mayu), formed by dark interstellar space"
Hamp'atu, Ampatu
hamp'atu,toad
hamp'atukuna,amphibians
Hamp'atup Simin,Hyades
hamu,reason
hamu,species
hamullayki,I come to visit you
hamuna pacha,"mediate future tense (in Quechua: -shaq, -nki, nqa, ...)"
hamunayki mana hamunaykita tapurqa,she (he) asked if you will come
hamunpa,special
hamupallachi,deductive
hamupasaq,"Ok, I will come"
hamupay,please come
Hamupay!,Welcome!
hamupayay,to visit frequently
hamuphallachi,inductivo
hamuq,future
hamuq hamuriy,to visit frequently
hamuq killa,next month
hamuqlla,unknown
hamuq pacha,future
hamuq pacha,"mediate future tense (in Quechua: -shaq, -nki, nqa, ...)"
hamuq punchawkuna,the next days
hamuq rina pacha,"inmediate future tense (in Quechua: -q + riy / -k + rina, used especially in Ecuador)"
hamuq wata,next year
hamuriy,to visit frequently
hamurpayay,to consider
hamuy,manner
hamuy,to come
hamuy a!,Come along!
hamuyay,to criticize
hamuypallay,to deduct
hana,cactus thorn
hanak'achi,thorn bush with shiny leaves
hanan,upper
hanan,above
hanan,upper part
hanan anqas,blue sky
hananchay,to elevate
hanan kay,level
hanan llachapa,exterior clothing
hanan pata,upper part of a slope
hananpi,above
Hanan Qusqu,"Upper Qosqo; upper part of the Inka capital Qosqo; second Inka dynasty (approx. 1350 - 1533), under which the upper part of Qosqo was built"
hanan saya,"upper region of an ayllu; upper part of a community, upper moiety (contrasts with urinsaya)"
hanan sayana,part of the warp which is pressed upwards by the shed rod
hanan simpa,upper loom bar
hanan suyu,upper part (region)
hananta,nappy
Hanan Wanka,"Upper Wanka, historical region of the Wanka, today the provinces of Huancayo and Chupaca in the Department of Junín (Peru); (hist.) Hanan Huanca"
hanaq,upper
hanaq,above
hanaq,upper part
hanaq,sky
hanaqcha,elevation
hanaqchay,to exalt
hanaq kaq,a bit above
hanaq law,North
hanaq lawpi,above
Hanaq Lluqa,Southern Cross (constellation)
hanaqman,upwards
hanaqmanta,from above
hanaqnin,upper
hanaqninpi,above
hanaq pacha,"sky; heaven; the upper or superior world, defined by it's abundance of super-refined energy or sami; superior world, a realm of refined energies, inhabited by beings such as Jesus, some of the Inkas, saints, etc."
"Hanaqpacha, Kaypacha, Ukhupacha",the three worlds
hanaqpachakamasqa,astronomic
hanaqpachakamay,astronomy
hanaqpachakamayuq,astronome
hanaqpi,above
hanaqpi qhipaq,exterior
hanaqyachiy,to elevate
hanaska,higher
hanay,to cover with nappies
hanaycha,proof
hanaymin,height
hancha,pancreas
hanchay,to pull
hanchi,body
hanch'ay,to shout
hanch'i,residue of chicha production
hanch'uy,to shred with the teeth
haniqa,"fanega (Spanish cereal measure, +/- 240 lb.)"
hanka,white (like snow)
hanka,hanca
hanku,uncooked
hankuchay,to fail
hank'a,lame
hank'ay,imbalance
hank'ay,to limp
hank'ay,to make instable
hanllalli,vowel
hanllariy,to yawn
hanllay,to stammer
hanllaykachay,to yawn
hanq'a,lame
hanq'ay,to limp
hanra,semi-darkness
hañakuy,to come along
hañas,curious
hañasyay,to be curious
hañay,to call attention to
hapa,uncultivated land
hapa-hapa,kind of shrub
haparkuy,to go up stairs
hapay,to walk slowly
hapaypa,step by step
hapkay,to breathe through the mouth
haprichu,chaff
hapru,"hapru, kind of tree"
hapt'a,a handful
hapu,dusty soil
hapu,"sacred couple - finest form of yanantin; a sacred couple who have both reached full development of the three human powers: mind, heart, and body; highest development"
hapuriy,to mix the llajwa
hapus pampa,swamp
hapuy,to burn without flame
hapyu, apyu
hap'a,belch
hap'aka,corral
hap'apiyay,to make the sound of a goat
hap'ay,to belch
hap'i,interesting
hap'ichikuy,to let someone capture oneself
hap'ichikuy,to give in custody
hap'ichisqa,lighted
hap'ichiy,to light
hap'ichiy,to deliver
hap'ikapuy,to keep (not to return)
hap'ikuy,to hold on
hap'ina,handle
hap'ina,reward
hap'inakuy,emulation
hap'inakuy,to quarrel
hap'i ñunu,"ghosts who used to appear with two big breasts and violently carried off men, women, and children"
hap'ipakuy,to seize
hap'ipakuy,to adore
hap'ipariy,to catch
hap'ipayay,to trap
hap'iq,receiver
hap'iqa,idea
hap'iqaq,who understands
hap'iqasqa,the grabbing
hap'iqay,to keep in mind
hap'iqay,to understand
hap'iray,to twist
hap'iriy,to go away
hap'iriy,to breed
hap'isqa,captured
hap'iy,to grasp
hap'iy,to understand
hap'iynin,district
hap'iynin,holding capacity
hap'iyninpi,under their jurisdiction
haqa,debt
haqarwi,grasshopper
haqawariy,to estimate
haqay,there
haqay,that
haqay hina,in that manner
haqay hinapi,like there
haqaykama,until there
haqaykuna,those
haqayman,thither
haqaymanta,from there
haqayñiqpi,by over there
haqaypi,over there
haqaysitullapi,by over there
haqchiwsay,to sneeze
haqchiwsuy,corn hair
haqchu,bitter
haqi,abstract
haqi,abstraction
haqllu,stammerer
haqra,cross-eyed
haqras,thin
haq'arwa,lizard
haq'arwitu,grasshopper
hara,troop
harap'ay,scarecrow
harap'ay,to cover
Hararay!,To hell with him!
harasyay,to lose weight
harawi,poetry
harawi,syrup
harawi,poem
harawiq,poet
harawiy,to sing during work
harawiy,to make verses
harawi yachay,literature
harka,"kind of acacia used for making tools (especially plough bodies), kalchas (haystack trees), for firewood (can also be made into charcoal), fodder (cattle eat the leaves, goats eat the leaves and seed pods), and to dye wool orange brown"
harkusqa,empty
harkuy,to empty
hark'a,dam
hark'achiq,who makes block
hark'achiy,to make block
hark'akuy,to protect oneself
hark'amuy,to go to stop
hark'ana,barrier
hark'ana,protective helmet
hark'ana,spiritual defense against bad forces
hark'anachay,to hinder
hark'ana urna,protective helmet
hark'apa,tower
hark'apakuy,to intercept
hark'apay,to block
hark'apuy,to stop something for someone
hark'aq,stopper
hark'aq,garrison
hark'aqi,impediment
hark'arina,shield
hark'arina,tolerance
hark'asqa,stopped
hark'asqa ñiy,to oppose
hark'asqa simiki,slurred syllables
hark'ay,obstacle
hark'ay,to stop
hark'ay,to defend
hark'aykuq,protector
harra,jug
harwichiy,to make warm up
harwimuy,to go to warm up
harwipuy,to warm up something for someone
harwisqa,retoasted flour
harwiy,to rub
haryay,to snore
hasa,tender
hasa,premature dentition (coming of teeth)
hasachay,to facilitate
hasachiy,to facilitate
hasa kay,facility
hasamanta,easily
hasa ruraynalla kay,factibilidad
hasayachiy,to soften
hasi,kind of mineral
hasinta,hazienda
hasllata,easily
hasllawan,easily
hasta,till
hatari,rally
hatarichikuy,to raise something for oneself
hatarichiy,to make someone stand up
hatarikuy,to rise
hataripakuq,guerrilla fighter
hatarisqa,upright
hatarisunchik,let's gut up
hatariy,uprising
hatariy,to get up
hatariy,to wake
hataykachay,to try to stand up
hatucha,grandmother
hatuchachiq,very large
hatuchaq,the biggest
hatu-hatun,huge
hatun,big
hatun,serious
hatun,size
hatun apuq,president
hatun apuq tukusqa,power
hatun asiy,peal of laughter
hatun ayllu,province
hatunchachaq,giant
hatunchachiy,to enlarge
hatunchaku,enlargement
hatunchakuy,to build oneself up
hatun chala,ringed king fisher
hatun charapa,kind of aquatic turtle of the jungle
hatunchay,to increase
hatun ch'illka,dyed yellow
hatun hallmay,earthing up
hatun hallmay,to earth up (plants)
hatun huchayuq,criminal
hatun ispay,human excrements
